CNN,STREET,ST_TYPE,ZIP_CODE,DISTRICT,ACCEPTED,JURISDICTI,NHOOD,LAYER,CNNTEXT,STREETNAME,STREETNA_2,ROWACTUALA,NEIGHBORHO,POINT_X,POINT_Y
12566000,THERESA,ST,94112,11,N,,Mission Terrace,STREETS,12566000,THERESA ST,THERESA ST fr:CAYUGA AVE to:SAN JOSE AVE,26330,Mission Terrace,6001859.888,2094016.021
12067000,STANDISH,AVE,94112,7,N,,Mission Terrace,Paper_fwys,12067000,STANDISH AVE,STANDISH AVE fr:SAN JOSE AVE to:OLORAN AVE,2083,Mission Terrace,6000926.374,2094049.38
11423000,SAN JOSE,AVE,94112,11,N,,Mission Terrace,Paper_fwys,11423000,SAN JOSE AVE,SAN JOSE AVE fr:THERESA ST to:END: 130-149 BLOCK,6016,Mission Terrace,6001407.885,2094239.423
12567000,THERESA,ST,94112,11,N,,Mission Terrace,Paper_fwys,12567000,THERESA ST,THERESA ST fr:SAN JOSE AVE to:SAN JOSE AVE,2470,Mission Terrace,6001620.548,2094283.978
10450000,PILGRIM,AVE,94112,11,N,,Mission Terrace,STREETS,10450000,PILGRIM AVE,PILGRIM AVE fr:SAN JOSE AVE to:PILGRIM AVE,7451,Mission Terrace,6000745.113,2093866.188
9485000,NANTUCKET,AVE,94112,11,N,,Mission Terrace,STREETS,9485000,NANTUCKET AVE,NANTUCKET AVE fr:SAN JOSE AVE to:END: 1-99 BLOCK,16172,Mission Terrace,6000250.923,2093447.656
10451000,PILGRIM,AVE,94112,11,N,,Mission Terrace,Paper_fwys,10451000,PILGRIM AVE,PILGRIM AVE fr:PILGRIM AVE to:OLORAN AVE,325,Mission Terrace,6000663.063,2093976.981
9814201,OCEAN,AVE,94112,11,N,DPW,Ingleside,STREETS,9814201,OCEAN AVE,OCEAN AVE fr:SAN JOSE AVE to:I-280 N ON RAMP,33506,Ingleside,5998874.899,2091573.191
10391000,PHELAN,AVE,94112,7,N,DPW,Sunnyside,STREETS,10391000,PHELAN AVE,PHELAN AVE fr:JUDSON AVE to:JUDSON AVE,3854,Sunnyside,5997072.654,2093579.575
13591000,WESTWOOD,DR,94112,7,N,DPW,Westwood Park,STREETS,13591000,WESTWOOD DR,WESTWOOD DR fr:PIZARRO WAY to:MIRAMAR AVE,11372,Westwood Park,5995275.058,2093971.544
5223000,EMERALD,LN,94132,7,N,,Lakeshore,Streets_Pedestri,5223000,EMERALD LN,EMERALD LN fr:RIVERTON DR to:SPRINGFIELD DR,2349,Lakeshore,5986906.343,2095607.146
5224000,EMERALD,LN,94132,7,N,,Lakeshore,Streets_Pedestri,5224000,EMERALD LN,EMERALD LN fr:SPRINGFIELD DR to:EVERGLADE DR,2193,Lakeshore,5986653.622,2095598.809
8060000,LAKESHORE,PLZ,94132,7,N,DPW,Lakeshore,PRIVATE,8060000,LAKESHORE PLZ,LAKESHORE PLZ fr:SLOAT BLVD to:END: 1-99 BLOCK,9102,Lakeshore,5986115.277,2095754.986
12293000,SUNSET BLVD ON,RAMP,94132,7,N,DPW,Lakeshore,STREETS,12293000,SUNSET BLVD ON RAMP,SUNSET BLVD ON RAMP fr:SLOAT BLVD to:SUNSET BLVD,11621,Lakeshore,5985310.666,2095641.79
12292000,SUNSET BLVD OFF,RAMP,94132,7,N,DPW,Lakeshore,STREETS,12292000,SUNSET BLVD OFF RAMP,SUNSET BLVD OFF RAMP fr:SLOAT BLVD to:SUNSET BLVD,13368,Lakeshore,5985318.173,2095566.9
8080000,LANCASTER,LN,94132,7,N,,Lakeshore,Streets_Pedestri,8080000,LANCASTER LN,LANCASTER LN fr:COUNTRY CLUB DR to:LAKESHORE DR,2492,Lakeshore,5984381.115,2095542.431
3011000,BONNIE BRAE,LN,94132,7,N,,Lakeshore,Streets_Pedestri,3011000,BONNIE BRAE LN,BONNIE BRAE LN fr:COUNTRY CLUB DR to:LAKESHORE DR,2394,Lakeshore,5984250.83,2094389.103
3235000,BROOKHAVEN,LN,94132,7,N,,Lakeshore,Streets_Pedestri,3235000,BROOKHAVEN LN,BROOKHAVEN LN fr:START: 1-99 BLOCK to:HUNTINGTON DR,1261,Lakeshore,5984478.966,2095022.299
3236000,BROOKHAVEN,LN,94132,7,N,,Lakeshore,Streets_Pedestri,3236000,BROOKHAVEN LN,BROOKHAVEN LN fr:HUNTINGTON DR to:COUNTRY CLUB DR,2571,Lakeshore,5984288.164,2095010.449
12294000,SUNSET BLVD ON,RAMP,94132,7,N,DPW,Lakeshore,STREETS,12294000,SUNSET BLVD ON RAMP,SUNSET BLVD ON RAMP fr:SLOAT BLVD to:SUNSET BLVD,12921,Lakeshore,5984948.362,2095552.091
4327000,CONGDON,ST,94112,11,N,,Bernal Heights South,STREETS,4327000,CONGDON ST,CONGDON ST fr:ALEMANY BLVD to:ALEMANY BLVD,21368,Bernal Heights South,6004678.688,2094558.463
2925000,BENTON,AVE,94112,9,N,DPW,Bernal Heights South,STREETS,2925000,BENTON AVE,BENTON AVE fr:BENTON AVE to:GENEBERN WAY,12543,Bernal Heights South,6004809.293,2094997.555
7722000,JUSTIN,DR,94112,9,N,DPW,Bernal Heights South,STREETS,7722000,JUSTIN DR,JUSTIN DR fr:JUSTIN DR to:JUSTIN DR,5305,Bernal Heights South,6005938.048,2094915.79
2924000,BENTON,AVE,94112,9,N,DPW,Bernal Heights South,STREETS,2924000,BENTON AVE,BENTON AVE fr:START: 1-54 BLOCK to:BENTON AVE,9284,Bernal Heights South,6004556.991,2094831.331
2926000,BENTON,AVE,94112,9,N,DPW,Bernal Heights South,STREETS,2926000,BENTON AVE,BENTON AVE fr:BENTON AVE to:GENEBERN WAY,16208,Bernal Heights South,6004825.757,2095052.684
11150000,ROSCOE,ST,94110,9,N,,Bernal Heights South,UPROW,11150000,ROSCOE ST,ROSCOE ST fr:BENTON AVE to:END: 100-199 BLOCK,11001,Bernal Heights South,6006807.486,2095285.578
2577000,BACHE,ST,94110,9,N,DPW,Bernal Heights South,STREETS,2577000,BACHE ST,BACHE ST fr:BENTON AVE to:BACHE ST,5344,Bernal Heights South,6007173.739,2095324.027
2288000,ANDOVER,ST,94110,9,N,,Bernal Heights South,UPROW,2288000,ANDOVER ST,ANDOVER ST fr:ANDOVER ST to:END: 784-799 BLOCK,2979,Bernal Heights South,6007346.745,2095124.557
2933000,BENTON,AVE,94110,9,N,DPW,Bernal Heights South,STREETS,2933000,BENTON AVE,BENTON AVE fr:BACHE ST to:ANDOVER ST,6316,Bernal Heights South,6007274.651,2095374.728
2157202,ALEMANY,BLVD,94110,9,N,,Bernal Heights South,STREETS,2157202,ALEMANY BLVD,ALEMANY BLVD fr:FOLSOM ST to:I-280 S OFF RAMP,104652,Bernal Heights South,6007544.886,2094808.103
2157204,ALEMANY,BLVD,94112,9,N,,Bernal Heights South,STREETS,2157204,ALEMANY BLVD,ALEMANY BLVD fr:ALEMANY BLVD to:CONGDON ST,46107,Bernal Heights South,6005023.576,2094568.966
7723000,JUSTIN,DR,94112,9,N,DPW,Bernal Heights South,STREETS,7723000,JUSTIN DR,JUSTIN DR fr:JUSTIN DR to:JUSTIN DR,8068,Bernal Heights South,6005972.868,2094873.588
7724000,JUSTIN,DR,94112,9,N,DPW,Bernal Heights South,STREETS,7724000,JUSTIN DR,JUSTIN DR fr:JUSTIN DR to:COLLEGE AVE,20229,Bernal Heights South,6005679.884,2094817.488
10407000,PHELPS,ST,94124,10,N,,Silver Terrace,UPROW,10407000,PHELPS ST,PHELPS ST fr:PALOU AVE to:QUESADA AVE,14091,Silver Terrace,6013734.892,2095929.335
12585000,THORNE,WAY,94124,10,N,,Silver Terrace,UPROW,12585000,THORNE WAY,THORNE WAY fr:BRIDGEVIEW DR to:END: 1-99 BLOCK,1579,Silver Terrace,6013004.061,2095097.596
10819000,QUESADA,AVE,94124,10,N,,Silver Terrace,UPROW,10819000,QUESADA AVE,QUESADA AVE fr:TAMPA LN to:QUESADA AVE,2586,Silver Terrace,6013525.787,2095910.477
10818000,QUESADA,AVE,94124,10,N,,Silver Terrace,UPROW,10818000,QUESADA AVE,QUESADA AVE fr:PHELPS ST to:TAMPA LN,10392,Silver Terrace,6013598.221,2095856.553
12373000,TAMPA,LN,94124,10,N,,Silver Terrace,UPROW,12373000,TAMPA LN,TAMPA LN fr:QUESADA AVE to:BRIDGEVIEW DR,3093,Silver Terrace,6013471.239,2095750.54
10980000,REVERE,AVE,94124,10,N,DPW,Silver Terrace,STREETS,10980000,REVERE AVE,REVERE AVE fr:START: 1900-1999 BLOCK to:QUINT ST,6532,Silver Terrace,6012987.383,2095961.846
10817000,QUESADA,AVE,94124,10,N,,Silver Terrace,UPROW,10817000,QUESADA AVE,QUESADA AVE fr:START: 1800-1899 BLOCK to:PHELPS ST,17141,Silver Terrace,6013736.495,2095753.722
4785000,DIANA,ST,94124,10,N,,Silver Terrace,PAPER,4785000,DIANA ST,DIANA ST fr:START: 1-16 BLOCK to:DIANA ST,12251,Silver Terrace,6013370.401,2094197.138
9578000,NEWHALL,ST,94124,10,N,DPW,Bayview District,STREETS,9578000,NEWHALL ST,NEWHALL ST fr:BAY VIEW CIR to:BAY VIEW CIR,12965,Bayview District,6013851.538,2094961.893
7713000,JUNIPERO SERRA  BLVD ON,RAMP,94132,7,N,DPW,Lakeshore,STREETS,7713000,JUNIPERO SERRA  BLVD ON RAMP,JUNIPERO SERRA  BLVD ON RAMP fr:BROTHERHOOD WAY to:JUNIPERO SERRA BLVD,22856,Lakeshore,5991333.045,2087819.899
12927000,UNNAMED 040,,94127,7,N,,Monterey Heights,PAPER,12927000,UNNAMED 040,UNNAMED 040  fr:UNNAMED 040 to:BRENTWOOD AVE,8364,Monterey Heights,5994609.784,2095277.795
12926000,UNNAMED 040,,94127,7,N,,Monterey Heights,PAPER,12926000,UNNAMED 040,UNNAMED 040  fr:START: 0-0 BLOCK to:UNNAMED #040,3017,Monterey Heights,5994264.427,2095367.712
10939000,RAVENWOOD,DR,94127,7,N,,Monterey Heights,UPROW,10939000,RAVENWOOD DR,RAVENWOOD DR fr:MAYWOOD DR to:SAN JACINTO WAY,1493,Monterey Heights,5994105.542,2095961.055
13346000,WALKWAY,,94127,7,N,,Ingleside Terrace,Streets_Pedestri,13346000,WALKWAY,WALKWAY  fr:HEAD ST to:URBANO DR,3208,Ingleside Terrace,5993606.176,2091588.988
8286000,LEGION,CT,94127,7,N,,Ingleside Terrace,Streets_Pedestri,8286000,LEGION CT,LEGION CT fr:ASHTON AVE to:URBANO DR,3309,Ingleside Terrace,5994008.764,2092355.757
13350000,INGLESIDE,PATH,94127,7,N,,Ingleside Terrace,Streets_Pedestri,13350000,INGLESIDE PATH,INGLESIDE PATH fr:URBANO DR to:OCEAN AVE,1797,Ingleside Terrace,5993854.229,2092506.886
13351000,INGLESIDE,PATH,94127,7,N,,Ingleside Terrace,Streets_Pedestri,13351000,INGLESIDE PATH,INGLESIDE PATH fr:CORONA ST to:OCEAN AVE,1679,Ingleside Terrace,5992925.225,2092980.441
13348000,GLADIOLUS,LN,94132,7,N,,Lakeside,Streets_Pedestri,13348000,GLADIOLUS LN,GLADIOLUS LN fr:EUCALYPTUS DR to:ELMHURST DR,1199,Lakeside,5991210.058,2094599.734
13737000,WYTON,LN,94132,7,N,,Lakeside,Streets_Pedestri,13737000,WYTON LN,WYTON LN fr:JUNIPERO SERRA BLVD to:STRATFORD DR,2483,Lakeside,5991073.154,2091740.343
13738000,WYTON,LN,94132,7,N,,Lakeside,Streets_Pedestri,13738000,WYTON LN,WYTON LN fr:STRATFORD DR to:DENSLOWE DR,2439,Lakeside,5990821.196,2091755.608
13739000,WYTON,LN,94132,7,N,,Lakeside,Streets_Pedestri,13739000,WYTON LN,WYTON LN fr:DENSLOWE DR to:19TH AVE,1815,Lakeside,5990601.13,2091771.993
11925000,SILVER,AVE,94134,9,N,,Portola,STREETS,11925000,SILVER AVE,SILVER AVE fr:SAN BRUNO AVE to:BAY SHORE BLVD,12189,Portola,6010767.076,2094859.965
12586000,THORNTON,AVE,94134,9,N,,Portola,STREETS,12586000,THORNTON AVE,THORNTON AVE fr:START: 1-9 BLOCK to:SAN BRUNO AVE,5497,Portola,6010927.56,2094009.266
3404000,BURROWS,ST,94134,10,N,,Portola,STREETS,3404000,BURROWS ST,BURROWS ST fr:START: 1-99 BLOCK to:SAN BRUNO AVE,7614,Portola,6011097.687,2093467.811
2551000,AUGUSTA,ST,94124,10,N,,Silver Terrace,Paper_fwys,2551000,AUGUSTA ST,AUGUSTA ST fr:BAY SHORE BLVD to:STEUBEN ST,2321,Silver Terrace,6010539.068,2095433.948
2811000,BAY SHORE,BLVD,94124,10,N,,Bayview District,STREETS,2811000,BAY SHORE BLVD,BAY SHORE BLVD fr:FITZGERALD AVE to:WAYLAND ST,2336,Bayview District,6011673.346,2092720.57
2812000,BAY SHORE,BLVD,94124,10,N,,Bayview District,STREETS,2812000,BAY SHORE BLVD,BAY SHORE BLVD fr:WAYLAND ST to:WOOLSEY ST,46484,Bayview District,6011726.379,2092455.73
13503000,WAYLAND,ST,94134,10,N,,Portola,STREETS,13503000,WAYLAND ST,WAYLAND ST fr:WAYLAND ST to:SAN BRUNO AVE,7292,Portola,6011375.407,2092590.272
13722000,WOOLSEY,ST,94134,10,N,,Portola,STREETS,13722000,WOOLSEY ST,WOOLSEY ST fr:WOOLSEY ST to:SAN BRUNO AVE,7269,Portola,6011505.21,2092147.673
13721000,WOOLSEY,ST,94134,10,N,,Bayview District,Paper_fwys,13721000,WOOLSEY ST,WOOLSEY ST fr:BAY SHORE BLVD to:WOOLSEY ST,598,Bayview District,6011669.503,2092195.535
13502000,WAYLAND,ST,94134,10,N,,Bayview District,Paper_fwys,13502000,WAYLAND ST,WAYLAND ST fr:BAY SHORE BLVD to:WAYLAND ST,3391,Bayview District,6011561.71,2092648.726
2579000,BACON,ST,94134,9,N,,Bayview District,STREETS,2579000,BACON ST,BACON ST fr:BAY SHORE BLVD to:SAN BRUNO AVE,10860,Bayview District,6011381.951,2093072.083
11400000,SAN BRUNO AV ON,RAMP,94134,9,N,,Bernal Heights South,STREETS,11400000,SAN BRUNO AV ON RAMP,SAN BRUNO AV ON RAMP fr:ALEMANY BLVD to:SAN BRUNO AVE,19208,Bernal Heights South,6010049.512,2095917.791
11399000,SAN BRUNO AV OFF,RAMP,94134,9,N,,Bernal Heights South,STREETS,11399000,SAN BRUNO AV OFF RAMP,SAN BRUNO AV OFF RAMP fr:SAN BRUNO AVE to:ALEMANY BLVD,4481,Bernal Heights South,6010088.509,2095919.62
13569000,WELDON,ST,94134,9,N,,Portola,Paper_fwys,13569000,WELDON ST,WELDON ST fr:ISLAIS ST to:RICKARD ST,6610,Portola,6009654.784,2095332.115
2729000,BARNEVELD,AVE,94134,9,N,,Portola,Paper_fwys,2729000,BARNEVELD AVE,BARNEVELD AVE fr:ISLAIS ST to:RICKARD ST,4298,Portola,6009916.675,2095488.175
7338000,ISLAIS,ST,94134,9,N,,Portola,Paper_fwys,7338000,ISLAIS ST,ISLAIS ST fr:WELDON ST to:END: 200-299 BLOCK,3009,Portola,6009483.689,2095327.306
3054000,BOYLSTON,ST,94134,9,N,DPW,Portola,STREETS,3054000,BOYLSTON ST,BOYLSTON ST fr:START: 1-4 BLOCK to:GAVEN ST,3344,Portola,6009025.415,2094896.984
11016000,RICKARD,ST,94134,9,N,,Portola,STREETS,11016000,RICKARD ST,RICKARD ST fr:WELDON ST to:BARNEVELD AVE,9936,Portola,6009819.159,2095309.985
11017000,RICKARD,ST,94134,9,N,,Portola,STREETS,11017000,RICKARD ST,RICKARD ST fr:BARNEVELD AVE to:SAN BRUNO AVE,5562,Portola,6010113.317,2095449.632
2157102,ALEMANY,BLVD,94112,9,N,,Excelsior,STREETS,2157102,ALEMANY BLVD,ALEMANY BLVD fr:I-280 N ON RAMP to:STONEYBROOK AVE,20501,Excelsior,6006235.513,2094532.718
3037000,BOWDOIN,ST,94134,9,N,,Portola,Paper_fwys,3037000,BOWDOIN ST,BOWDOIN ST fr:START: 1-99 BLOCK to:GAVEN ST,4654,Portola,6008399.046,2094749.149
10312000,PAUL,AVE,94124,10,N,,Visitacion Valley,STREETS,10312000,PAUL AVE,PAUL AVE fr:BAY SHORE BLVD to:SAN BRUNO AVE,10123,Visitacion Valley,6011773.553,2091588.84
2813000,BAY SHORE,BLVD,94124,10,N,,Bayview District,STREETS,2813000,BAY SHORE BLVD,BAY SHORE BLVD fr:WOOLSEY ST to:PAUL AVE,47395,Bayview District,6011852.635,2091874.004
2802201,BAY SHORE,BLVD,94124,10,N,,Bayview District,STREETS,2802201,BAY SHORE BLVD,BAY SHORE BLVD fr:INDUSTRIAL ST to:HELENA ST,78503,Bayview District,6010300.373,2096486.703
2805000,BAY SHORE,BLVD,94124,10,N,,Silver Terrace,STREETS,2805000,BAY SHORE BLVD,BAY SHORE BLVD fr:SILVER AVE to:THORNTON AVE,12911,Silver Terrace,6011071.239,2094526.184
2803000,BAY SHORE,BLVD,94124,10,N,,Silver Terrace,STREETS,2803000,BAY SHORE BLVD,BAY SHORE BLVD fr:HELENA ST to:AUGUSTA ST,41413,Silver Terrace,6010467.113,2095790.023
4974000,DRUMMOND,ALY,94124,10,N,,Silver Terrace,UPROW,4974000,DRUMMOND ALY,DRUMMOND ALY fr:DUNSHEE ST to:QUINT ST,4414,Silver Terrace,6013493.698,2096457.974
5017000,DUNSHEE,ST,94124,10,N,,Silver Terrace,UPROW,5017000,DUNSHEE ST,DUNSHEE ST fr:DRUMMOND ALY to:PALOU AVE,3502,Silver Terrace,6013569.758,2096314.042
2809000,BAY SHORE,BLVD,94124,10,N,,Silver Terrace,STREETS,2809000,BAY SHORE BLVD,BAY SHORE BLVD fr:BACON ST to:PHELPS ST,598,Silver Terrace,6011592.138,2093114.03
7208101,INDUSTRIAL,ST,94124,10,N,DPW,Bayview District,STREETS,7208101,INDUSTRIAL ST,INDUSTRIAL ST fr:LOOMIS ST to:BAY SHORE BLVD,20653,Bayview District,6010480.881,2096832.461
7206101,INDUSTRIAL,ST,94124,10,N,DPW,Bayview District,STREETS,7206101,INDUSTRIAL ST,INDUSTRIAL ST fr:BARNEVELD AVE to:CHARTER OAK AVE,13635,Bayview District,6010956.498,2096991.155
7204101,INDUSTRIAL,ST,94124,10,N,DPW,Bayview District,STREETS,7204101,INDUSTRIAL ST,INDUSTRIAL ST fr:OAKDALE AVE to:PALOU AVE,19636,Bayview District,6012220.14,2097407.383
3035000,BOUTWELL,ST,94124,10,N,,Bayview District,Paper_fwys,3035000,BOUTWELL ST,BOUTWELL ST fr:HELENA ST to:BOUTWELL ST,9872,Bayview District,6010638.744,2096013.606
3904000,CHARTER OAK,AVE,94124,10,N,,Silver Terrace,Paper_fwys,3904000,CHARTER OAK AVE,CHARTER OAK AVE fr:CHARTER OAK AVE to:CHARTER OAK AVE,721,Silver Terrace,6010923.861,2095924.816
2802101,BAY SHORE,BLVD,94124,10,N,,Bayview District,STREETS,2802101,BAY SHORE BLVD,BAY SHORE BLVD fr:INDUSTRIAL ST to:HELENA ST,37865,Bayview District,6010333.671,2096488.306
7207101,INDUSTRIAL,ST,94124,10,N,DPW,Bayview District,STREETS,7207101,INDUSTRIAL ST,INDUSTRIAL ST fr:CHARTER OAK AVE to:LOOMIS ST,11415,Bayview District,6010754.905,2096925.815
3033000,BOUTWELL,ST,94124,10,N,DPW,Bayview District,STREETS,3033000,BOUTWELL ST,BOUTWELL ST fr:INDUSTRIAL ST to:BOUTWELL ST,38514,Bayview District,6010606.353,2096581.747
3034000,BOUTWELL,ST,94124,10,N,,Bayview District,PAPER,3034000,BOUTWELL ST,BOUTWELL ST fr:BOUTWELL ST to:HELENA ST,3102,Bayview District,6010625.69,2096227.47
6870000,HELENA,ST,94124,10,N,DPW,Bayview District,STREETS,6870000,HELENA ST,HELENA ST fr:HELENA ST to:BAY SHORE BLVD,10118,Bayview District,6010423.716,2096189.734
5211000,ELMIRA,ST,94124,10,N,,Silver Terrace,STREETS,5211000,ELMIRA ST,ELMIRA ST fr:ELMIRA ST to:AUGUSTA ST,39555,Silver Terrace,6011210.82,2095804.14
12568000,THOMAS,AVE,94124,10,N,,Bayview District,Paper_fwys,12568000,THOMAS AVE,THOMAS AVE fr:SELBY ST to:ELMIRA ST,18864,Bayview District,6011361.827,2096476.541
10228000,PALOU,AVE,94124,10,N,,Silver Terrace,STREETS,10228000,PALOU AVE,PALOU AVE fr:RANKIN ST to:SELBY ST,48408,Silver Terrace,6012494.477,2097028.805
10229000,PALOU,AVE,94124,10,N,,Bayview District,STREETS,10229000,PALOU AVE,PALOU AVE fr:SELBY ST to:INDUSTRIAL ST,14043,Bayview District,6012135.466,2097299.112
6871000,HELENA,ST,94124,10,N,,Bayview District,PAPER,6871000,HELENA ST,HELENA ST fr:BOUTWELL ST to:HELENA ST,7165,Bayview District,6010567.529,2096197.491
5210000,ELMIRA,ST,94124,10,N,,Silver Terrace,Paper_fwys,5210000,ELMIRA ST,ELMIRA ST fr:HELENA ST to:ELMIRA ST,1411,Silver Terrace,6011188.787,2096208.22
6872000,HELENA,ST,94124,10,N,,Bayview District,PAPER,6872000,HELENA ST,HELENA ST fr:CHARTER OAK AVE to:BOUTWELL ST,17924,Bayview District,6010775.805,2096208.726
11788000,SHAFTER,AVE,94124,10,N,,Bayview District,Paper_fwys,11788000,SHAFTER AVE,SHAFTER AVE fr:SELBY ST to:SHAFTER AVE,10738,Bayview District,6011613.364,2096638.176
11789000,SHAFTER,AVE,94124,10,N,,Bayview District,STREETS,11789000,SHAFTER AVE,SHAFTER AVE fr:SHAFTER AVE to:ELMIRA ST,32645,Bayview District,6011337.389,2096843.193
11754000,SELBY,ST,94124,10,N,,Silver Terrace,Paper_fwys,11754000,SELBY ST,SELBY ST fr:HELENA ST to:WATERVILLE ST,4958,Silver Terrace,6011471.398,2096220.123
13457000,WATERVILLE,ST,94124,10,N,DPW,Silver Terrace,STREETS,13457000,WATERVILLE ST,WATERVILLE ST fr:SELBY ST to:CONKLING ST,10826,Silver Terrace,6011452.898,2096101.581
2804000,BAY SHORE,BLVD,94124,10,N,,Silver Terrace,STREETS,2804000,BAY SHORE BLVD,BAY SHORE BLVD fr:AUGUSTA ST to:SILVER AVE,22614,Silver Terrace,6010798.959,2095199.82
10824000,QUESADA,AVE,94124,10,N,,Bayview District,STREETS,10824000,QUESADA AVE,QUESADA AVE fr:SELBY ST to:INDUSTRIAL ST,28039,Bayview District,6011897.613,2097124.632
2550000,AUGUSTA,ST,94124,10,N,,Silver Terrace,STREETS,2550000,AUGUSTA ST,AUGUSTA ST fr:CHARTER OAK AVE to:BAY SHORE BLVD,10727,Silver Terrace,6010811.77,2095449.561
11753000,SELBY,ST,94124,10,N,,Silver Terrace,Paper_fwys,11753000,SELBY ST,SELBY ST fr:THOMAS AVE to:HELENA ST,1440,Silver Terrace,6011526.148,2096289.214
10984000,REVERE,AVE,94124,10,N,,Silver Terrace,STREETS,10984000,REVERE AVE,REVERE AVE fr:RANKIN ST to:SELBY ST,50437,Silver Terrace,6012159.618,2096580.085
10823000,QUESADA,AVE,94124,10,N,,Silver Terrace,STREETS,10823000,QUESADA AVE,QUESADA AVE fr:RANKIN ST to:SELBY ST,48072,Silver Terrace,6012327.153,2096803.999
2807000,BAY SHORE,BLVD,94124,10,N,,Silver Terrace,STREETS,2807000,BAY SHORE BLVD,BAY SHORE BLVD fr:QUINT ST to:DONNER AVE,10655,Silver Terrace,6011393.592,2093731.258
2806000,BAY SHORE,BLVD,94124,10,N,,Silver Terrace,STREETS,2806000,BAY SHORE BLVD,BAY SHORE BLVD fr:THORNTON AVE to:QUINT ST,14821,Silver Terrace,6011304.697,2093970.008
4911000,DONNER,AVE,94124,10,N,DPW,Silver Terrace,STREETS,4911000,DONNER AVE,DONNER AVE fr:PHELPS ST to:BAY SHORE BLVD,38582,Silver Terrace,6011623.937,2093486.67
12600000,THORNTON,AVE,94124,10,N,DPW,Silver Terrace,STREETS,12600000,THORNTON AVE,THORNTON AVE fr:MERCURY ST to:MERCURY ST,2395,Silver Terrace,6011890.391,2094306.932
10844000,QUINT,ST,94124,10,N,DPW,Silver Terrace,STREETS,10844000,QUINT ST,QUINT ST fr:CARROLL AVE to:BAY SHORE BLVD,10392,Silver Terrace,6011404.768,2093896.605
10842000,QUINT,ST,94124,10,N,DPW,Silver Terrace,STREETS,10842000,QUINT ST,QUINT ST fr:THORNTON AVE to:BANCROFT AVE,3877,Silver Terrace,6011635.858,2094210.794
5119000,EGBERT,AVE,94124,10,N,,Silver Terrace,Paper_fwys,5119000,EGBERT AVE,EGBERT AVE fr:PHELPS ST to:BAY SHORE BLVD,7230,Silver Terrace,6011614.441,2093144.124
9548101,NEWCOMB,AVE,94124,10,N,DPW,Bayview District,STREETS,9548101,NEWCOMB AVE,NEWCOMB AVE fr:WHITNEY YOUNG CIR to:LA SALLE AVE,8387,Bayview District,6016671.632,2094938.07
9548201,NEWCOMB,AVE,94124,10,N,DPW,Bayview District,STREETS,9548201,NEWCOMB AVE,NEWCOMB AVE fr:WHITNEY YOUNG CIR to:LA SALLE AVE,9282,Bayview District,6016642.831,2094964.941
3051000,BOWMAN,CT,94124,10,N,DPW,Hunters Point,STREETS,3051000,BOWMAN CT,BOWMAN CT fr:KEITH ST to:END: 1-99 BLOCK,11481,Hunters Point,6017366.909,2096689.798
8084000,LANE,ST,94124,10,N,,Hunters Point,PAPER,8084000,LANE ST,LANE ST fr:FAIRFAX AVE to:END: 1-49 BLOCK,7741,Hunters Point,6017058.418,2097044.864
7472000,JENNINGS,ST,94124,10,N,,Bayview District,PAPER,7472000,JENNINGS ST,JENNINGS ST fr:START: 1400-1499 BLOCK to:PALOU AVE,1738,Bayview District,6016549.893,2094092.777
8397000,LINDSAY,CIR,94124,10,N,,Bayview District,UPROW,8397000,LINDSAY CIR,LINDSAY CIR fr:LINDSAY CIR to:LA SALLE AVE,2381,Bayview District,6016358.382,2095641.095
2157101,ALEMANY,BLVD,94134,9,N,,Bernal Heights South,STREETS,2157101,ALEMANY BLVD,ALEMANY BLVD fr:HWY 101 S OFF RAMP to:I-280 N ON RAMP,98455,Bernal Heights South,6008125.612,2094888.325
7210001,INDUSTRIAL,ST,94110,9,N,,Bernal Heights South,STREETS,7210001,INDUSTRIAL ST,INDUSTRIAL ST fr:HWY 101 S ON RAMP to:ALEMANY BLVD,7518,Bernal Heights South,6009811.66,2096586.753
9909000,OGDEN,AVE,94110,9,N,DPW,Bernal Heights South,STREETS,9909000,OGDEN AVE,OGDEN AVE fr:MOULTRIE ST to:ANDERSON ST,8587,Bernal Heights South,6007720.682,2096133.094
9914000,OGDEN,AVE,94110,9,N,DPW,Bernal Heights South,STREETS,9914000,OGDEN AVE,OGDEN AVE fr:BANKS ST to:PRENTISS ST,8622,Bernal Heights South,6008615.691,2096049.506
9912000,OGDEN,AVE,94110,9,N,DPW,Bernal Heights South,STREETS,9912000,OGDEN AVE,OGDEN AVE fr:GATES ST to:FOLSOM ST,8709,Bernal Heights South,6008256.972,2096083.008
2187000,ALEMANY BLVD OFF,RAMP,94110,9,N,,Bernal Heights South,STREETS,2187000,ALEMANY BLVD OFF RAMP,ALEMANY BLVD OFF RAMP fr:ALEMANY BLVD to:CRESCENT AVE,16615,Bernal Heights South,6009268.52,2095806.386
4502000,CRESCENT,AVE,94110,9,N,,Bernal Heights South,STREETS,4502000,CRESCENT AVE,CRESCENT AVE fr:ALEMANY BLVD OFF RAMP to:PERALTA AVE,35013,Bernal Heights South,6009483.569,2095999.105
